Date,Close
2/25/2016 ,49.38
2/26/2016 ,50.37
2/29/2016 ,48.87
3/1/2016 ,50.39
3/2/2016 ,52.84
3/3/2016 ,54.53
3/4/2016 ,57.04
3/7/2016 ,57.23
3/8/2016 ,54.84
3/9/2016 ,53.9
3/10/2016 ,55.22
3/11/2016 ,57.35
3/14/2016 ,57.7
3/15/2016 ,56.18
3/16/2016 ,56.02
3/17/2016 ,58.57
3/18/2016 ,58.59
3/21/2016 ,58.56
3/22/2016 ,58.05
3/23/2016 ,56.68
3/24/2016 ,56.77
3/28/2016 ,56.84
3/29/2016 ,55.75
3/30/2016 ,55.9
3/31/2016 ,54.62
4/1/2016 ,53.27
4/4/2016 ,53.52
4/5/2016 ,52.48
4/6/2016 ,53.32
4/7/2016 ,51.77
4/8/2016 ,52.07
4/11/2016 ,52.16
4/12/2016 ,53.68
4/13/2016 ,56.92
4/14/2016 ,57.15
4/15/2016 ,56.56
4/18/2016 ,57.28
4/19/2016 ,59.18
4/20/2016 ,60.52
4/21/2016 ,60.36
4/22/2016 ,61.49
4/25/2016 ,60.42
4/26/2016 ,61.76
4/27/2016 ,60.89
4/28/2016 ,59.74
4/29/2016 ,60.18
5/2/2016 ,59.8
5/3/2016 ,58.53
5/4/2016 ,57.22
5/5/2016 ,57.46
5/6/2016 ,57.46
5/9/2016 ,57.58
5/10/2016 ,59.27
5/11/2016 ,58.9
5/12/2016 ,58.88
5/13/2016 ,57.57
5/16/2016 ,58.71
5/17/2016 ,58.88
5/18/2016 ,60.97
5/19/2016 ,60.02
5/20/2016 ,60.84
5/23/2016 ,60.84
5/24/2016 ,62.3
5/25/2016 ,63.39
5/26/2016 ,62.84
5/27/2016 ,63.55
5/31/2016 ,63.74
6/1/2016 ,63.59
6/2/2016 ,63.67
6/3/2016 ,63.64
6/6/2016 ,64.64
6/7/2016 ,63.88
6/8/2016 ,63.55
6/9/2016 ,62.56
6/10/2016 ,60.91
6/13/2016 ,60.17
6/14/2016 ,59.17
6/15/2016 ,59.1
6/16/2016 ,58.65
6/17/2016 ,59.52
6/20/2016 ,60.26
6/21/2016 ,60.41
6/22/2016 ,60.56
6/23/2016 ,62.76
6/24/2016 ,59.44
6/27/2016 ,56.78
6/28/2016 ,58.51
6/29/2016 ,61.05
6/30/2016 ,62.7
7/1/2016 ,61.43
7/5/2016 ,58.87
7/6/2016 ,59.41
7/7/2016 ,60.5
7/8/2016 ,61.12
7/11/2016 ,61.8
7/12/2016 ,63.8
7/13/2016 ,63.73
7/14/2016 ,64.8
7/15/2016 ,65.28
7/18/2016 ,65.22
7/19/2016 ,65.54
7/20/2016 ,65.54
7/21/2016 ,65.67
7/22/2016 ,66.09
7/25/2016 ,66.32
7/26/2016 ,67.07
7/27/2016 ,66.88
7/28/2016 ,66.54
7/29/2016 ,65.23
8/1/2016 ,64.35
8/2/2016 ,63.64
8/3/2016 ,64.71
8/4/2016 ,64.6
8/5/2016 ,67.08
8/8/2016 ,67.23
8/9/2016 ,67.39
8/10/2016 ,65.97
8/11/2016 ,66.43
8/12/2016 ,66.11
8/15/2016 ,66.86
8/16/2016 ,66.91
8/17/2016 ,67.05
8/18/2016 ,67.54
8/19/2016 ,67.54
8/22/2016 ,67.7
8/23/2016 ,67.9
8/24/2016 ,68.13
8/25/2016 ,68.54
8/26/2016 ,69.03
8/29/2016 ,69.26
8/30/2016 ,69.19
8/31/2016 ,69.07
9/1/2016 ,68.58
9/2/2016 ,69.33
9/6/2016 ,67.95
9/7/2016 ,68.89
9/8/2016 ,69.31
9/9/2016 ,69.11
9/12/2016 ,68.58
9/13/2016 ,67.72
9/14/2016 ,67.06
9/15/2016 ,67.25
9/16/2016 ,66.59
9/19/2016 ,66.95
9/20/2016 ,67.2
9/21/2016 ,66.97
9/22/2016 ,67.95
9/23/2016 ,67.7
9/26/2016 ,66.25
9/27/2016 ,67.08
9/28/2016 ,68.24
9/29/2016 ,66.69
9/30/2016 ,68.97
10/3/2016 ,68.65
10/4/2016 ,68.75
10/5/2016 ,70.8
10/6/2016 ,70.48
10/7/2016 ,70.42
10/10/2016 ,70.37
10/11/2016 ,70.05
10/12/2016 ,69.94
10/13/2016 ,68.14
10/14/2016 ,68.95
10/17/2016 ,68.73
10/18/2016 ,69.83
10/19/2016 ,71.36
10/20/2016 ,70.25
10/21/2016 ,70.55
10/24/2016 ,71.58
10/25/2016 ,70.9
10/26/2016 ,71.32
10/27/2016 ,71.65
10/28/2016 ,70.42
10/31/2016 ,71.02
11/1/2016 ,70.67
11/2/2016 ,69.75
11/3/2016 ,70.27
11/4/2016 ,70.19
11/7/2016 ,71.5
11/8/2016 ,70.97
11/9/2016 ,74.1
11/10/2016 ,76.83
11/11/2016 ,78.53
11/14/2016 ,79.79
11/15/2016 ,80.89
11/16/2016 ,78.97
11/17/2016 ,80.53
11/18/2016 ,81.5
11/21/2016 ,81.09
11/22/2016 ,81.56
11/23/2016 ,82.21
11/25/2016 ,81.57
11/28/2016 ,79.55
11/29/2016 ,79.02
11/30/2016 ,80.32
12/1/2016 ,81.98
12/2/2016 ,80.7
12/5/2016 ,81.1
12/6/2016 ,84.14
12/7/2016 ,82.6
12/8/2016 ,83.96
12/9/2016 ,83.53
12/12/2016 ,82.79
12/13/2016 ,83.66
12/14/2016 ,83.04
12/15/2016 ,83.41
12/16/2016 ,83.55
12/19/2016 ,83.36
12/20/2016 ,83.9
12/21/2016 ,83.73
12/22/2016 ,83.9
12/23/2016 ,84.2
12/27/2016 ,84.01
12/28/2016 ,83.3
12/29/2016 ,82.76
12/30/2016 ,83.04
1/3/2017 ,81.83
1/4/2017 ,82.94
1/5/2017 ,82.35
1/6/2017 ,83
1/9/2017 ,82.73
1/10/2017 ,83.24
1/11/2017 ,83.43
1/12/2017 ,82.6
1/13/2017 ,83.5
1/17/2017 ,80.7
1/18/2017 ,81.83
1/19/2017 ,81.7
1/20/2017 ,82.43
1/23/2017 ,82.44
1/24/2017 ,83.32
1/25/2017 ,82.98
1/26/2017 ,84.67
1/27/2017 ,83.2
1/30/2017 ,81.84
1/31/2017 ,82.24
2/1/2017 ,81.74
2/2/2017 ,81.46
2/3/2017 ,83.09
2/6/2017 ,82.68
2/7/2017 ,82.49
2/8/2017 ,80.97
2/9/2017 ,81.79
2/10/2017 ,82.03
2/13/2017 ,83.44
2/14/2017 ,84.46
2/15/2017 ,84.06
2/16/2017 ,84.04
2/17/2017 ,83.86
2/21/2017 ,83.55
2/22/2017 ,83.69
2/23/2017 ,83.71
2/24/2017 ,82.93
2/27/2017 ,83.54
2/28/2017 ,82.46
3/1/2017 ,84.81
3/2/2017 ,82.48
3/3/2017 ,83.2
3/6/2017 ,82.85
3/7/2017 ,82.73
3/8/2017 ,81.1
3/9/2017 ,81.18
3/10/2017 ,80.79
3/13/2017 ,80.63
3/14/2017 ,79.94
3/15/2017 ,79.21
3/16/2017 ,80.18
3/17/2017 ,80.22
3/20/2017 ,78.98
3/21/2017 ,75.83
3/22/2017 ,75.43
3/23/2017 ,75.46
3/24/2017 ,75.45
3/27/2017 ,75.19
3/28/2017 ,76.63
3/29/2017 ,76.36
3/30/2017 ,78.69
3/31/2017 ,78.27
4/3/2017 ,77.71
4/4/2017 ,77.3
4/5/2017 ,75.46
4/6/2017 ,76.28
4/7/2017 ,76.52
4/10/2017 ,76.68
4/11/2017 ,76.99
4/12/2017 ,76.04
4/13/2017 ,74.75
4/17/2017 ,75.94
4/18/2017 ,76.26
4/19/2017 ,76.56
4/20/2017 ,78.06
4/21/2017 ,77.93
4/24/2017 ,79.6
4/25/2017 ,80.29
4/26/2017 ,85.46
4/27/2017 ,85.04
4/28/2017 ,84.29
5/1/2017 ,84.27
5/2/2017 ,83.52
5/3/2017 ,84.49
5/4/2017 ,84.18
5/5/2017 ,84.21
5/8/2017 ,83.91
5/9/2017 ,83.15
5/10/2017 ,83.53
5/11/2017 ,82.44
5/12/2017 ,81.74
5/15/2017 ,82.15
5/16/2017 ,82.99
5/17/2017 ,80.57
5/18/2017 ,81.45
5/19/2017 ,82.13
5/22/2017 ,82.95
5/23/2017 ,83.66
5/24/2017 ,83.82
5/25/2017 ,83.24
5/26/2017 ,82.46
5/30/2017 ,81.66
5/31/2017 ,80.53
6/1/2017 ,81.32
6/2/2017 ,81.19
6/5/2017 ,81.22
6/6/2017 ,80.57
6/7/2017 ,80.62
6/8/2017 ,82.86
6/9/2017 ,85.16
6/12/2017 ,85.22
6/13/2017 ,85.87
6/14/2017 ,85.39
6/15/2017 ,85.13
6/16/2017 ,84.76
6/19/2017 ,85.04
6/20/2017 ,83.35
6/21/2017 ,82.24
6/22/2017 ,80.87
6/23/2017 ,80.72
6/26/2017 ,81.64
6/27/2017 ,82.25
6/28/2017 ,83.04
6/29/2017 ,84.15
6/30/2017 ,84.13
7/3/2017 ,85.85
7/5/2017 ,85.34
7/6/2017 ,84.52
7/7/2017 ,85
7/10/2017 ,84.69
7/11/2017 ,85.03
7/12/2017 ,85.14
7/13/2017 ,85.59
7/14/2017 ,84.99
7/17/2017 ,85.27
7/18/2017 ,85
7/19/2017 ,85.15
7/20/2017 ,85.2
7/21/2017 ,84.76
7/24/2017 ,85.65
7/25/2017 ,87.92
7/26/2017 ,85.31
7/27/2017 ,85.67
7/28/2017 ,85.09
7/31/2017 ,85.07
8/1/2017 ,85.38
8/2/2017 ,85.98
8/3/2017 ,85.35
8/4/2017 ,85.4
8/7/2017 ,84.51
8/8/2017 ,84.53
8/9/2017 ,82.96
8/10/2017 ,81.17
8/11/2017 ,80.22
8/14/2017 ,82
8/15/2017 ,81.92
8/16/2017 ,81.55
8/17/2017 ,79.66
8/18/2017 ,79.46
8/21/2017 ,79.75
8/22/2017 ,79.77
8/23/2017 ,80.33
8/24/2017 ,81.02
8/25/2017 ,81.38
8/28/2017 ,80.74
8/29/2017 ,80.07
8/30/2017 ,80.47
8/31/2017 ,80.48
9/1/2017 ,81.05
9/5/2017 ,79.7
9/6/2017 ,79.37
9/7/2017 ,77.3
9/8/2017 ,78.68
9/11/2017 ,80.42
9/12/2017 ,82.13
9/13/2017 ,82.98
9/14/2017 ,81.98
9/15/2017 ,81.51
9/18/2017 ,83.59
9/19/2017 ,83.74
9/20/2017 ,84.55
9/21/2017 ,84.89
9/22/2017 ,84.88
9/25/2017 ,84.92
9/26/2017 ,85.56
9/27/2017 ,87.25
9/28/2017 ,88.93
9/29/2017 ,89.08
10/2/2017 ,90.17
10/3/2017 ,89.88
10/4/2017 ,88.6
10/5/2017 ,89.83
10/6/2017 ,89.71
10/9/2017 ,89.35
10/10/2017 ,90.2
10/11/2017 ,89.95
10/12/2017 ,89.14
10/13/2017 ,88.55
10/16/2017 ,90.05
10/17/2017 ,88.67
10/18/2017 ,89.74
10/19/2017 ,90.11
10/20/2017 ,90.91
10/23/2017 ,89.85
10/24/2017 ,90.58
10/25/2017 ,87.15
10/26/2017 ,87.35
10/27/2017 ,88.25
10/30/2017 ,86.36
10/31/2017 ,86.47
11/1/2017 ,85.98
11/2/2017 ,86.55
11/3/2017 ,86.82
11/6/2017 ,86.61
11/7/2017 ,84.18
11/8/2017 ,83.85
11/9/2017 ,82.74
11/10/2017 ,82.54
11/13/2017 ,83.33
11/14/2017 ,82.91
11/15/2017 ,83.26
11/16/2017 ,83.29
11/17/2017 ,84.53
11/20/2017 ,85.23
11/21/2017 ,85.37
11/22/2017 ,84.86
11/24/2017 13:00:00,84.7
11/27/2017 ,84.58
11/28/2017 ,87.15
11/29/2017 ,89.88
11/30/2017 ,89
12/1/2017 ,88.55
12/4/2017 ,90.17
12/5/2017 ,88.16
12/6/2017 ,87.37
12/7/2017 ,88.39
12/8/2017 ,88.35
12/11/2017 ,87.95
12/12/2017 ,88.37
12/13/2017 ,89.19
12/14/2017 ,88.64
12/15/2017 ,90.88
12/18/2017 ,92.87
12/19/2017 ,92.37
12/20/2017 ,92.45
12/21/2017 ,93.41
12/22/2017 ,92.91
12/26/2017 ,92.01
12/27/2017 ,92.3
12/28/2017 ,93.49
12/29/2017 ,92.32
1/2/2018 ,92.35
1/3/2018 ,92.25
1/4/2018 ,92.02
1/5/2018 ,92.09
1/8/2018 ,92.23
1/9/2018 ,93.62
1/10/2018 ,94.71
1/11/2018 ,96.24
1/12/2018 ,95.75
1/16/2018 ,95.42
1/17/2018 ,96.4
1/18/2018 ,95.7
1/19/2018 ,96.7
1/22/2018 ,96.7
1/23/2018 ,97.33
1/24/2018 ,97.93
1/25/2018 ,97.37
1/26/2018 ,98.07
1/29/2018 ,98.36
1/30/2018 ,96.86
1/31/2018 ,96.69
2/1/2018 ,97.61
2/2/2018 ,96.11
2/5/2018 ,92.66
2/6/2018 ,93.55
2/7/2018 ,93.7
2/8/2018 ,90.63
2/9/2018 ,92.54
2/12/2018 ,93.83
2/13/2018 ,93.39
2/14/2018 ,95.26
2/15/2018 ,95.42
2/16/2018 ,96.35
2/20/2018 ,95.35
2/21/2018 ,96.61
2/22/2018 ,94.89
2/23/2018 ,96.2
2/26/2018 ,96.83
2/27/2018 ,95.4
2/28/2018 ,94.45
3/1/2018 ,94.84
3/2/2018 ,95.79
3/5/2018 ,96.13
3/6/2018 ,97.79
3/7/2018 ,98.75
3/8/2018 ,98.22
3/9/2018 ,99.89
3/12/2018 ,100.91
3/13/2018 ,100.49
3/14/2018 ,99.86
3/15/2018 ,99.87
3/16/2018 ,100.83
3/19/2018 ,100.64
3/20/2018 ,100.23
3/21/2018 ,100.99
3/22/2018 ,98.71
3/23/2018 ,95.68
3/26/2018 ,99.74
3/27/2018 ,97.67
3/28/2018 ,98.12
3/29/2018 ,98.99
4/2/2018 ,96.94
4/3/2018 ,98.59
4/4/2018 ,99.9
4/5/2018 ,100.46
4/6/2018 ,98.73
4/9/2018 ,98.4
4/10/2018 ,101.17
4/11/2018 ,101.12
4/12/2018 ,103.18
4/13/2018 ,102.3
4/16/2018 ,102.59
4/17/2018 ,100.99
4/18/2018 ,100.22
4/19/2018 ,101.34
4/20/2018 ,102.07
4/23/2018 ,103.41
4/24/2018 ,103.52
4/25/2018 ,105.14
4/26/2018 ,102.66
4/27/2018 ,102.5
4/30/2018 ,100.68
5/1/2018 ,100.9
5/2/2018 ,100.68
5/3/2018 ,99.98
5/4/2018 ,101.35
5/7/2018 ,101.9
5/8/2018 ,102.18
5/9/2018 ,103.28
5/10/2018 ,103.23
5/11/2018 ,103.59
5/14/2018 ,103.53
5/15/2018 ,104.68
5/16/2018 ,104.97
5/17/2018 ,104.84
5/18/2018 ,104.13
5/21/2018 ,105.26
5/22/2018 ,104.8
5/23/2018 ,104.21
5/24/2018 ,103.17
5/25/2018 ,102.4
5/29/2018 ,100.43
5/30/2018 ,102.27
5/31/2018 ,100.95
6/1/2018 ,102.5
6/4/2018 ,103.55
6/5/2018 ,103.34
6/6/2018 ,105.02
6/7/2018 ,104.8
6/8/2018 ,104.94
6/11/2018 ,103.3
6/12/2018 ,102.63
6/13/2018 ,102.3
6/14/2018 ,102.09
6/15/2018 ,101.91
6/18/2018 ,96.06
6/19/2018 ,97.99
6/20/2018 ,97.9
6/21/2018 ,97.65
6/22/2018 ,97.04
6/25/2018 ,96.96
6/26/2018 ,95.76
6/27/2018 ,93.02
6/28/2018 ,94.38
6/29/2018 ,94.01
7/2/2018 ,94.3
7/3/2018 13:00:00,93.8
7/5/2018 ,95.03
7/6/2018 ,95.69
7/9/2018 ,97.45
7/10/2018 ,96.28
7/11/2018 ,96.22
7/12/2018 ,95.27
7/13/2018 ,95.53
7/16/2018 ,95.99
7/17/2018 ,96.01
7/18/2018 ,97.14
7/19/2018 ,97.22
7/20/2018 ,98.15
7/23/2018 ,99.41
7/24/2018 ,98.41
7/25/2018 ,99.03
7/26/2018 ,98.91
7/27/2018 ,99.1
7/30/2018 ,98.46
7/31/2018 ,97.33
8/1/2018 ,98.49
8/2/2018 ,98.92
8/3/2018 ,97.93
8/6/2018 ,98.3
8/7/2018 ,98.79
8/8/2018 ,99.43
8/9/2018 ,98.96
8/10/2018 ,98.48
8/13/2018 ,97.54
8/14/2018 ,98.59
8/15/2018 ,98.01
8/16/2018 ,99.43
8/17/2018 ,99.78
8/20/2018 ,99.8
8/21/2018 ,101.24
8/22/2018 ,101.5
8/23/2018 ,101.68
8/24/2018 ,101.53
8/27/2018 ,101.96
8/28/2018 ,101.85
8/29/2018 ,102.25
8/30/2018 ,102.06
8/31/2018 ,102.55
9/4/2018 ,103.36
9/5/2018 ,103.65
9/6/2018 ,103.62
9/7/2018 ,104.57
9/10/2018 ,104.13
9/11/2018 ,104.41
9/12/2018 ,102.55
9/13/2018 ,103.06
9/14/2018 ,103.31
9/17/2018 ,102.79
9/18/2018 ,103.01
9/19/2018 ,103.87
9/20/2018 ,104.78
9/21/2018 ,104.74
9/24/2018 ,103
9/25/2018 ,103
9/26/2018 ,101.09
9/27/2018 ,99.42
9/28/2018 ,97.28
10/1/2018 ,97.5
10/2/2018 ,94.22
10/3/2018 ,96.83
10/4/2018 ,96.53
10/5/2018 ,96.13
10/8/2018 ,96.47
10/9/2018 ,96.23
10/10/2018 ,95.23
10/11/2018 ,92.58
10/12/2018 ,90.81
10/15/2018 ,91.85
10/16/2018 ,92.11
10/17/2018 ,92
10/18/2018 ,89.92
10/19/2018 ,88.06
10/22/2018 ,85.89
10/23/2018 ,85.18
10/24/2018 ,80.78
10/25/2018 ,83.37
10/26/2018 ,83.11
10/29/2018 ,84.8
10/30/2018 ,86.16
10/31/2018 ,85.73
11/1/2018 ,88.28
11/2/2018 ,88.9
11/5/2018 ,88.97
11/6/2018 ,89.38
11/7/2018 ,90
11/8/2018 ,89.7
11/9/2018 ,88.77
11/12/2018 ,87.29
11/13/2018 ,84.92
11/14/2018 ,84.6
11/15/2018 ,86.05
11/16/2018 ,85.84
11/19/2018 ,84.88
11/20/2018 ,81.65
11/21/2018 ,83.41
11/23/2018 13:00:00,82.38
11/26/2018 ,82.83
11/27/2018 ,82.67
11/28/2018 ,84.04
11/29/2018 ,84.28
11/30/2018 ,84.3
12/3/2018 ,85.49
12/4/2018 ,81.09
12/6/2018 ,80.08
12/7/2018 ,79.89
12/10/2018 ,79
12/11/2018 ,78.71
12/12/2018 ,79.84
12/13/2018 ,78.51
12/14/2018 ,77.77
12/17/2018 ,77
12/18/2018 ,74.99
12/19/2018 ,73.24
12/20/2018 ,73.11
12/21/2018 ,71.77
12/24/2018 13:00:00,70.59
12/26/2018 ,73.34
12/27/2018 ,73.13
12/28/2018 ,72.91
12/31/2018 ,73.33
1/2/2019 ,73.86
1/3/2019 ,74.38
1/4/2019 ,76.37
1/7/2019 ,77.06
1/8/2019 ,77.66
1/9/2019 ,78.4
1/10/2019 ,78.05
1/11/2019 ,77.5
1/14/2019 ,77.93
1/15/2019 ,78.17
1/16/2019 ,79.96
1/17/2019 ,80.63
1/18/2019 ,81.77
1/22/2019 ,81.11
1/23/2019 ,80.74
1/24/2019 ,80.6
1/25/2019 ,81.78
1/28/2019 ,82.65
1/29/2019 ,83.09
1/30/2019 ,85.09
1/31/2019 ,83.11
2/1/2019 ,83.15
2/4/2019 ,84.75
2/5/2019 ,84.96
2/6/2019 ,85.05
2/7/2019 ,86.52
2/8/2019 ,85.26
2/11/2019 ,86.7
2/12/2019 ,87.9
2/13/2019 ,88.8
2/14/2019 ,88.49
2/15/2019 ,90.13
2/19/2019 ,90.73
2/20/2019 ,91.57
2/21/2019 ,91.85
2/22/2019 ,92.37
2/25/2019 ,91.81
2/26/2019 ,90.02
2/27/2019 ,90.74
2/28/2019 ,90.44
3/1/2019 ,90.78
3/4/2019 ,90.1
3/5/2019 ,89.74
3/6/2019 ,87.66
3/7/2019 ,86.38
3/8/2019 ,86.06
3/11/2019 ,86.34
3/12/2019 ,86.25
3/13/2019 ,86.42
3/14/2019 ,86.19
3/15/2019 ,85.83
3/18/2019 ,87.3
3/19/2019 ,84.79
3/20/2019 ,82.2
3/21/2019 ,80.67
3/22/2019 ,77.49
3/25/2019 ,78.23
3/26/2019 ,79.94
3/27/2019 ,79.69
3/28/2019 ,81.36
3/29/2019 ,81.55
4/1/2019 ,83.87
4/2/2019 ,83.16
4/3/2019 ,83.32
4/4/2019 ,84.24
4/5/2019 ,84.6
4/8/2019 ,85.13
4/9/2019 ,83.79
4/10/2019 ,84.75
4/11/2019 ,84.78
4/12/2019 ,86.75
4/15/2019 ,85.07
4/16/2019 ,86.97
4/17/2019 ,87.01
4/18/2019 ,86.29
4/22/2019 ,85.05
4/23/2019 ,87.34
4/24/2019 ,86.16
4/25/2019 ,85.77
4/26/2019 ,86.9
4/29/2019 ,88.05
4/30/2019 ,87.14
